outcome,se,est_pct,MDE_pct,note
ShannonBD,0.00332585924458184,0.140991774716998,1.56712577699513,power to detect the published -2.10% if true: 96%
SimpsonBD,0.000838251916279782,0.10198243551562,1.19745977360149,""
lnRich,0.0035089394992411,-1.06009641576,4.04384382129257,""
