county,ymkey,H_pub,S_rec,H_rec,H_qc
双辽市,2023-09,1.35263383388519,4,1.3526338699717,1.3526338699717
双阳区,2023-06,2.13796353340149,12,2.13796340204206,2.13796340204206
叙州区,2023-10,2.95311427116394,36,2.92355421783986,2.92355421783986
古交市,2022-02,1.76386070251465,9,1.93045547345386,1.93045547345386
古交市,2023-01,2.86298298835754,31,2.84708736015948,2.84708736015948
古交市,2023-02,2.93602609634399,28,2.93602597607609,2.93602597607609
古县,2023-11,0.690017759799957,3,0.690017801207062,0.690017801207062
古浪县,2020-08,1.81614816188812,9,1.81614820041116,1.81614820041116
古浪县,2023-07,2.41718649864197,28,2.43848033441588,2.43848033441588
古浪县,2023-09,1.88673436641693,16,2.0260489932461,2.0260489932461
古田县,2023-01,2.62322449684143,16,2.77258872223978,
古田县,2023-05,0.6931471824646,2,0.693147180559945,0.693147180559945
古田县,2023-08,3.29583692550659,3,1.09861228866811,
古田县,2023-09,0,1,0,0
古田县,2023-12,2.166499376297,60,4.0943445622221,
古蔺县,2023-09,2.414719581604,8,1.78068922617988,1.78068922617988
句容市,2018-10,2.18130731582642,8,2.07944154167984,
句容市,2019-03,2.43931674957275,10,2.30258509299405,
句容市,2020-09,2.06204390525818,14,2.06714485046702,2.06714485046702
句容市,2021-05,2.00046181678772,2,0.410116318288409,0.410116318288409
句容市,2021-10,2.38841390609741,13,2.5126585295298,
句容市,2023-03,3.21023154258728,13,1.96561162385474,1.68578072746798
句容市,2023-04,3.76123189926147,14,2.58857316268212,1.56071040904141
句容市,2023-05,3.45028567314148,6,1.79175946922805,
句容市,2023-06,2.86935210227966,33,2.86935208486835,2.78010233455819
句容市,2023-10,3.17767596244812,25,2.65476117346102,2.55179422155072
可克达拉市,2023-08,1.83403944969177,18,1.83403947343454,1.83403947343454
可克达拉市,2023-09,2.70510363578796,37,2.7051034799459,2.7051034799459
台山市,2020-07,2.95289611816406,1,0,
台山市,2021-09,4.03654146194458,1,0,0
台山市,2022-01,2.31056332588196,20,2.31056333770331,2.31056333770331
台山市,2022-02,1.93212032318115,6,1.17618581336824,1.17618581336824
台山市,2022-09,1.3862943649292,4,1.38629436111989,
台山市,2023-01,3.60000324249268,1,0,
台山市,2023-02,1.35783195495605,16,1.35783201647946,1.35783201647946
台山市,2023-10,2.96396160125732,12,2.484906649788,
台山市,2023-12,1.60943794250488,16,2.30511445137157,1.98477420966326
台江区,2020-01,2.8792896270752,31,2.39120798701757,2.39120798701757
台江区,2021-12,1.7917594909668,21,3.04452243772342,
台江区,2022-01,3.16024160385132,6,1.79175946922805,
台江区,2022-02,2.72555041313171,10,2.30258509299405,
台江区,2022-03,3.66373443603516,52,3.60147196573004,3.11966303158283
台江区,2022-04,2.14474010467529,32,3.16381950533548,3.16381950533548
台江区,2022-11,1.94591021537781,7,1.94591014905531,
台江区,2023-01,2.55604481697083,49,3.17054614675235,3.16116637353582
台江区,2023-03,2.71990180015564,15,2.28430360636658,2.28430360636658
台江区,2023-04,2.8082127571106,11,2.15795410761013,1.49440321137961
台江区,2023-08,1.9948958158493,24,2.62935739024258,2.62935739024258
台江县,2021-08,2.89037179946899,18,2.89037175789617,
台江县,2023-06,3.04452228546143,21,3.04452243772342,
右江区,2021-05,3.31853127479553,18,2.83154442690767,
右江区,2021-12,3.62665605545044,39,3.626656183791,
右江区,2022-01,2.99887776374817,21,3.00476703520796,
右江区,2022-09,2.63905739784241,14,2.63905732961526,
右江区,2022-10,2.99573230743408,20,2.99573227355399,
右江区,2023-01,3.52983260154724,39,3.65422209508594,
右江区,2023-02,2.95972108840942,19,2.94443897916644,
右江区,2023-04,3.78418970108032,44,3.78418963391827,
右江区,2023-08,2.54003643989563,7,1.94591014905531,
右江区,2023-12,1.27402305603027,5,1.27402306244147,1.27402306244147
右玉县,2021-05,1.51710641384125,6,1.71408754118701,1.71408754118701
叶县,2021-08,2.74083375930786,23,2.74083379129613,2.74083379129613
叶城县,2021-08,0.673011660575867,2,0.636514168294813,0.636514168294813
叶城县,2021-11,0.636514186859131,2,0.500402423538188,0
叶城县,2021-12,0,1,0,
叶城县,2022-01,1.63138949871063,21,1.62527124268239,1.61729500640532
叶城县,2022-02,1.11233448982239,7,1.07930576387249,1.07930576387249
叶城县,2022-03,2.11051750183105,16,2.11051758649651,2.11051758649651
叶城县,2022-05,1.62933957576752,10,1.61207002511359,1.52217143912662
叶城县,2022-06,0.871720552444458,6,0.871720493592877,0.871720493592877
叶城县,2022-07,0.884591221809387,4,0.884591262517663,0.884591262517663
叶城县,2022-12,0,1,0,
叶城县,2023-01,1.84945154190063,14,1.74873118422241,1.74873118422241
叶城县,2023-05,2.6723518371582,12,2.39590811929393,0
叶城县,2023-06,3.13182139396668,45,3.00915700238545,2.98879302643503
叶城县,2023-09,0.678370356559753,1,0,
叶集区,2023-01,1.40422201156616,5,1.40422206329414,1.40422206329414
合作市,2016-07,2.46477961540222,22,2.46477968595181,2.46477968595181
合作市,2020-08,3.13549423217773,23,3.13549421592915,
合作市,2023-07,1.97695791721344,7,1.76505725222563,1.76505725222563
合川区,2022-05,1.33217906951904,4,1.33217904021012,1.33217904021012
合川区,2023-09,2.56494951248169,13,2.56494935746154,
合水县,2016-11,0.6931471824646,2,0.693147180559945,
合水县,2016-12,1.93780815601349,13,1.98919528045642,1.88810618571111
合水县,2017-01,2.00622320175171,17,1.96963706827515,1.96963706827515
合水县,2017-02,1.78167688846588,9,1.83873575772595,1.83873575772595
合水县,2017-03,2.53896069526672,32,2.50865610010399,2.50865610010399
合水县,2017-04,2.54227948188782,22,2.53345395576303,2.52027802787528
合水县,2017-05,1.90771245956421,17,1.90771241549911,1.90771241549911
合水县,2017-06,2.31065893173218,20,2.3106588215073,2.3106588215073
合水县,2017-12,1.51694774627686,7,1.51694780139817,1.51694780139817
合水县,2018-03,2.70694971084595,2,0.693147180559945,
合水县,2018-05,0.848685562610626,3,0.848685557726417,0.848685557726417
合水县,2019-01,1.45396375656128,13,1.92701901086472,1.92701901086472
合水县,2019-02,2.02349495887756,9,1.7494870784869,1.7494870784869
合水县,2019-03,1.64204728603363,5,1.24303090253672,1.24303090253672
合水县,2019-04,2.29830384254456,27,2.29830381950587,2.29830381950587
合水县,2019-05,2.31552720069885,22,2.01745841001727,2.01745841001727
合水县,2019-06,1.60990166664124,19,1.60990165341037,1.60990165341037
合水县,2020-03,1.50537955760956,8,1.50537951282711,1.50537951282711
合水县,2020-09,0,1,0,
合水县,2020-10,1.3268495798111,10,1.32684960599122,0.191444081957717
合水县,2020-11,1.22752940654755,5,1.22752941145721,1.22752941145721
合水县,2021-01,1.13062238693237,8,1.13062239811396,1.13062239811396
合水县,2021-02,2.30902194976807,23,2.27412704153432,2.27412704153432
合水县,2021-03,3.2332649230957,48,3.21169832094432,3.21169832094432
合水县,2021-04,3.11202597618103,61,3.12873306741571,3.12873306741571
合水县,2021-05,3.54628014564514,79,3.60903285577729,3.60903285577729
合水县,2021-06,2.88442039489746,26,2.88442036102927,2.88442036102927
合水县,2021-09,1.54640746116638,7,1.54640741299226,1.54640741299226
合水县,2022-01,2.03910708427429,12,2.039107066216,2.039107066216
合水县,2022-02,2.34598445892334,31,2.5231964162597,2.5231964162597
合水县,2022-03,3.05169463157654,61,3.06497548548258,3.06497548548258
合水县,2022-04,3.16947269439697,65,3.260582497797,3.26106239539356
合水县,2022-05,3.08472323417664,47,2.80399560607344,2.80399560607344
合水县,2022-06,3.22288513183594,64,3.2102334887035,3.2102334887035
合水县,2022-07,3.14101791381836,55,2.99866837015696,2.99717864845268
合水县,2022-08,2.88828992843628,52,2.82957701273329,2.82957701273329
合水县,2022-09,3.34249544143677,68,3.34808104583035,3.34808104583035
合水县,2022-10,3.2853307723999,63,3.17497556469321,3.17256636332703
合水县,2022-11,3.17955923080444,57,3.08559703446028,3.08559703446028
合水县,2022-12,2.84597492218018,51,2.81878900529466,2.81878900529466
合水县,2023-01,2.79743146896362,39,2.72899230999369,2.72899230999369
合水县,2023-02,3.01865911483765,29,2.61973331892671,2.61973331892671
合水县,2023-03,3.16820931434631,48,3.18055329317048,3.17919104062635
合水县,2023-04,3.31383085250855,69,3.48844671565656,3.48844671565656
合水县,2023-05,3.40682768821716,76,3.36072347596696,3.33982778643244
合水县,2023-06,3.44845294952393,57,3.4268888249991,3.04789970889756
合水县,2023-07,2.7778308391571,41,2.82624352607262,2.54927851945739
合水县,2023-08,3.37896180152893,36,2.99898064251805,2.41782118480224
合水县,2023-09,2.99514007568359,52,2.8940763736322,2.75173228076757
合水县,2023-10,3.10458278656006,59,3.11438517939982,3.03357636195642
合水县,2023-11,3.06164026260376,54,3.00362096324328,2.92372634821404
合水县,2023-12,2.46169829368591,33,2.08743711139541,2.08743711139541
合江县,2015-12,3.05186438560486,40,3.05186428233199,3.05186428233199
合浦县,2019-10,0.348832100629807,2,0.348832095843032,0.348832095843032
合浦县,2022-01,2.30119180679321,30,2.34436136064217,2.34436136064217
合浦县,2022-11,2.03427171707153,10,2.30258509299405,
合浦县,2023-01,2.38080954551697,84,2.27535402945543,2.27535402945543
合浦县,2023-02,2.79105496406555,6,1.79175946922805,
合浦县,2023-04,3.10334014892578,44,2.96969363596682,2.96969363596682
合浦县,2023-05,1.0986123085022,6,1.79175946922805,
合浦县,2023-07,1.65754675865173,6,1.58593411319266,1.58593411319266
合浦县,2023-08,1.64986002445221,9,1.64986001084954,1.64986001084954
合浦县,2023-09,2.23347949981689,24,2.23347942928553,2.23347942928553
合浦县,2023-10,2.3434681892395,52,2.04375549926485,2.04375549926485
合浦县,2023-11,1.62929773330688,8,1.62929776930559,1.58793120183659
合浦县,2023-12,0.968307375907898,1,0,
合阳县,2023-08,1.35851156711578,9,1.35851158328957,1.35851158328957
吉州区,2023-01,4.29002666473389,86,4.20431610426243,3.91018157230985
吉木乃县,2017-04,2.20478534698486,10,2.20478541691352,2.20478541691352
吉木乃县,2021-03,2.4849066734314,12,2.484906649788,
吉木乃县,2021-04,2.4849066734314,12,2.484906649788,
吉木乃县,2021-06,3.54243087768555,22,3.01655501932815,2.17760449654569
吉木乃县,2021-07,2.54814791679382,32,2.5401494971474,2.5401494971474
吉木乃县,2022-01,3.26256799697876,27,3.26256794555017,
吉木乃县,2022-06,3.82900881767273,42,3.25309971620667,2.27469620449346
吉木乃县,2022-07,3.66996717453003,34,3.03972340888757,2.86317407049445
吉木乃县,2022-08,1.72339165210724,6,1.79175946922805,
吉木乃县,2023-05,4.14052820205689,32,3.28884948681792,
吉木乃县,2023-06,3.86209535598755,63,3.81189753406046,2.50730292821178
吉木乃县,2023-07,3.72316026687622,65,3.75433627444094,3.44290176418784
吉木乃县,2023-08,2.88477396965027,36,2.88477394927485,2.42518735372217
吉木萨尔县,2022-07,1.08693408966064,4,1.38629436111989,
吉水县,2023-01,3.221848487854,30,3.37048080136467,2.54003630382098
吉阳区,2015-01,2.61297988891602,23,2.45365230853683,2.45365230853683
吉阳区,2018-06,1.35304021835327,17,2.83321334405622,
吉阳区,2019-01,2.04319190979004,8,2.04319187054512,
吉阳区,2021-04,2.43870043754578,34,2.48128318742006,2.35068735458856
吉阳区,2021-12,3.02168107032776,41,3.08664003393262,2.85452324355682
吉阳区,2022-01,3.00654673576355,44,2.9644454541423,2.61550392157519
吉阳区,2022-02,3.59632539749146,24,2.43705146561585,1.051844414971
吉阳区,2022-03,3.11443495750427,21,1.96386023317535,1.5714406279322
吉阳区,2022-07,3.01481461524963,18,2.27637671462603,1.68798332532665
吉阳区,2022-08,2.19722461700439,9,2.19722457733622,
吉阳区,2022-12,3.11053609848022,18,2.69503482635809,
吉阳区,2023-01,3.51973915100098,70,3.09748462888557,2.98268652288758
吉阳区,2023-02,3.52966213226318,52,3.26946948677461,2.78300254330712
吉阳区,2023-03,2.91271877288818,8,1.86041901078138,1.86041901078138
吉阳区,2023-04,2.87120246887207,27,2.60549931012877,2.5840802173586
吉阳区,2023-07,2.4583113193512,12,2.45831132968308,
吉阳区,2023-08,3.03440928459168,18,2.85001235632605,
吉阳区,2023-09,1.29569983482361,31,1.94695140713684,1.92886050556276
吉阳区,2023-10,2.6410551071167,34,2.44810539390076,2.38715673674308
吉阳区,2023-11,2.96008443832397,21,1.8236460115546,1.37776306580478
吉阳区,2023-12,3.18307137489319,97,3.51174184976092,3.0258604362117
吉隆县,2018-04,3.20462489128113,51,3.12453454977412,3.12453454977412
吉隆县,2020-09,3.95282936096191,20,2.99573227355399,
吉隆县,2020-10,4.01263952255249,60,3.43192447888915,3.43192447888915
吉隆县,2020-11,2.98486971855164,69,4.04188168462126,0
吉隆县,2021-05,3.27862191200256,51,3.60392556730137,3.60392556730137
吉隆县,2021-07,2.83671045303345,130,4.86753445045557,
吉隆县,2021-10,3.80640411376953,53,3.43398226632371,3.43398226632371
吉隆县,2021-11,3.76425576210022,19,2.65880531429417,2.65880531429417
吉隆县,2022-02,3.09968566894531,21,2.50016756778219,2.50016756778219
吉隆县,2022-07,4.33559560775757,72,4.1394120314156,
吉隆县,2023-02,3.16876125335693,20,2.72617781848287,2.72617781848287
吉隆县,2023-04,4.3168420791626,117,4.40750456952775,3.48252033706425
吉隆县,2023-05,3.6535701751709,11,2.39789527279837,
吉隆县,2023-06,3.69489216804504,55,3.33043879955338,2.8059583665616
吉隆县,2023-07,3.22108435630798,1,0,
吉隆县,2023-08,3.79516267776489,63,4.0434902841367,2.68594532466979
吉隆县,2023-09,3.66014337539673,128,4.54809634708935,2.05162440780133
吉隆县,2023-10,3.94182777404785,130,3.67156785818229,3.13855407458396
吉隆县,2023-11,4.14428472518921,127,4.11885364876992,3.72039397506504
吉隆县,2023-12,3.74695801734924,114,4.41227209291335,3.22905255617007
吉首市,2022-06,1.72997260093689,11,1.72997260014543,1.72997260014543
同仁县,2015-07,1.51570796966553,5,1.51570795208571,1.51570795208571
同仁市,2021-06,0,1,0,
同仁市,2023-09,2.24444603919983,10,1.74263970161343,1.74263970161343
同安区,2017-02,3.07389402389526,4,1.33217904021012,1.33217904021012
同安区,2017-03,1.7328679561615,4,1.38629436111989,
同安区,2017-04,4.07434177398682,51,3.8572653970664,
同安区,2017-12,3.71118474006653,41,3.71357206670431,
同安区,2018-01,3.43035626411438,55,3.281888044244,2.96175190101045
同安区,2019-03,3.8566586971283,54,3.92077188992348,
同安区,2019-04,3.88120198249817,32,3.46573590279973,
同安区,2019-06,3.44025349617004,31,3.43398720448515,
同安区,2019-07,3.06520175933838,24,3.17805383034795,
同安区,2019-12,3.79890561103821,43,3.76120011569357,
同安区,2020-04,3.43890976905823,15,2.26291677355367,2.26291677355367
同安区,2021-02,3.48276519775391,15,2.39175648038159,2.39175648038159
同安区,2021-03,3.68165993690491,40,3.63282096660043,
同安区,2021-08,3.65997385978699,10,2.24517158941152,
同安区,2021-12,3.09104251861572,22,3.09104245335831,
同安区,2022-01,3.5193235874176,37,2.94515018541046,2.91590613122748
同安区,2022-02,3.48577332496643,32,3.46573590279973,
同安区,2022-03,3.7901029586792,53,3.91243798779587,3.75567648081457
同安区,2022-04,3.81110310554504,32,3.36271066032001,3.36271066032001
同安区,2022-05,3.60078549385071,50,3.89692870676306,
同安区,2022-06,3.6513819694519,4,1.38629436111989,
同安区,2022-08,2.81307721138001,28,2.76715960657455,2.76715960657455
同安区,2022-10,3.93277835845947,48,3.8118179754489,
同安区,2022-11,3.41190838813782,5,1.6094379124341,
同安区,2023-02,3.50499844551086,59,2.85510091050411,2.74524539982676
同安区,2023-03,4.00961542129517,17,2.51246875241964,2.51246875241964
同安区,2023-05,3.11502528190613,28,3.3322045101752,
同安区,2023-07,3.38535046577454,30,2.80819621231576,2.80819621231576
同安区,2023-11,3.70163035392761,71,3.5901349872338,3.55064044996975
同安区,2023-12,2.47642755508423,26,2.43971300278325,2.43971300278325
同德县,2023-09,1.77279567718506,12,1.99625921756194,1.99625921756194
同心县,2022-06,3.13703322410584,41,2.98296477238504,2.98296477238504
同江市,2022-08,3.2650089263916,3,1.09861228866811,
同江市,2023-07,2.16395568847656,9,2.16395565688206,
名山区,2023-03,2.89037179946899,18,2.89037175789617,
名山区,2023-06,3.5683126449585,71,3.45443757337213,3.12290742091072
君山区,2014-11,0.92298549413681,9,0.922985476860731,0.922985476860731
君山区,2015-01,2.30292439460754,33,0.751472130318076,0.751472130318076
君山区,2015-12,4.00670099258423,87,3.56158191461014,3.50681504290618
君山区,2016-02,2.73676013946533,59,2.73676008361322,2.73676008361322
君山区,2016-12,2.29784178733826,16,2.29784178767058,2.29784178767058
君山区,2017-01,1.77559673786163,44,1.90441903602543,1.90216476765882
君山区,2018-03,1.31833600997925,46,1.1619697827682,1.1612897051159
君山区,2018-11,1.31684470176697,54,1.31582033828867,1.31582033828867
君山区,2018-12,3.3769097328186,41,3.16673919031988,3.16673919031988
君山区,2019-06,3.32129955291748,31,3.05299004428921,3.05299004428921
君山区,2019-09,1.96674859523773,4,1.38629436111989,
君山区,2019-12,1.05529165267944,70,1.04121012736049,1.04121012736049
君山区,2020-01,0.820690274238586,2,0.693147180559945,
君山区,2020-12,1.45065319538116,110,1.32357088946291,1.29731010755154
君山区,2021-01,2.53811740875244,26,2.32428201893568,2.32428201893568
君山区,2021-02,3.77369117736816,52,3.57754296483411,3.57754296483411
君山区,2021-11,1.26919186115265,40,1.26852120409269,1.26852120409269
君山区,2021-12,3.27132105827332,57,2.19855432718775,0.488231028690896
君山区,2022-01,1.07443392276764,15,2.70805020110221,
君山区,2022-02,2.54305696487427,63,1.92986162560657,1.92986162560657
君山区,2022-07,3.76376581192017,67,3.09769136072412,2.31922090712028
君山区,2022-11,3.41275787353516,35,1.17576540557646,1.17576540557646
君山区,2022-12,1.70460021495819,74,1.44363607159956,1.41340382396584
君山区,2023-01,2.1205096244812,87,2.24894503785399,2.14907891716464
君山区,2023-02,1.9958643913269,154,1.51769705401615,1.46856200258471
君山区,2023-03,2.94893932342529,22,3.09104245335831,
君山区,2023-06,3.57752370834351,53,2.9783973804809,2.9783973804809
君山区,2023-07,1.85598731040955,21,1.60656789025103,1.60656789025103
君山区,2023-08,2.09369492530823,29,2.08411751432411,1.62127682571879
君山区,2023-09,2.4849066734314,12,2.484906649788,
君山区,2023-11,0.542736768722534,64,0.54506964093212,0.54506964093212
君山区,2023-12,4.367027759552,100,2.58037961589339,2.47481827265863
含山县,2019-11,3.04452228546143,21,3.04452243772342,
启东市,2021-09,2.49537825584412,23,3.13549421592915,
启东市,2021-10,2.69231104850769,1,0,0
启东市,2023-01,2.04827833175659,37,1.93380948736971,1.93380948736971
启东市,2023-03,1.99556255340576,17,1.99556251873369,1.99556251873369
启东市,2023-04,3.21887588500977,8,2.07944154167984,
启东市,2023-05,2.52321100234985,5,1.6094379124341,
启东市,2023-08,2.21921229362488,28,3.3322045101752,
启东市,2023-09,2.74590468406677,1,0,
启东市,2023-10,2.79647707939148,8,2.07944154167984,
启东市,2023-11,3.00476717948914,7,1.94591014905531,
启东市,2023-12,3.22241067886353,17,2.81335540450062,2.75166661693152
吴中区,2019-02,2.03661036491394,15,2.03661035684469,2.03661035684469
吴中区,2019-11,0.357437551021576,9,0.357437552508549,0.357437552508549
吴中区,2020-04,3.17087578773499,40,3.21718063482819,3.08065417514515
吴中区,2020-05,3.08619213104248,22,2.7592662568647,2.7592662568647
吴中区,2020-06,2.4323718547821,15,2.70805020110221,
吴中区,2020-10,2.99728155136108,21,2.82921679467154,2.82921679467154
吴中区,2020-11,2.71266293525696,32,3.05345737226631,3.05345737226631
吴中区,2021-01,1.97119164466858,40,2.45602397836914,2.45110161167968
吴中区,2021-04,3.51226830482483,25,2.37205356726767,2.37205356726767
吴中区,2021-05,3.20754218101501,33,2.18183624839229,1.66080630575272
吴中区,2021-06,2.43054127693176,2,0.410116318288409,0.410116318288409
吴中区,2021-10,2.25668406486511,12,2.484906649788,
吴中区,2021-11,2.42508411407471,24,2.43511266275215,2.27197143876858
吴中区,2021-12,1.7705739736557,50,0.931993791482401,0.819995719073732
吴中区,2022-02,2.28243374824524,23,1.30322757065748,1.30322757065748
吴中区,2022-03,3.59585094451904,24,2.86453117433979,2.86453117433979
吴中区,2022-04,3.68340563774109,47,2.0231193721942,0.528156790190472
吴中区,2022-05,3.74455690383911,4,0.885288834440902,0.885288834440902
吴中区,2022-06,3.6465106010437,50,3.24768400142429,2.54239120640199
吴中区,2022-08,2.99611687660217,12,1.58704920203949,1.25663790674901
吴中区,2022-09,3.54183149337769,3,0.47875333041029,0.47875333041029
吴中区,2022-10,3.8561851978302,54,3.1409330485708,2.88796805952227
吴中区,2022-11,2.79582715034485,72,2.67605126013388,2.28261847094526
吴中区,2022-12,2.74953889846802,46,2.50072159038803,2.34786229028136
吴中区,2023-01,2.81026148796082,66,2.1372838061808,1.93993651974111
吴中区,2023-02,2.91218066215515,25,2.64166584169336,2.64166584169336
吴中区,2023-03,3.26876306533814,59,2.85635004324636,2.82062928409311
吴中区,2023-04,3.8580858707428,66,3.08580870714346,3.03053330957276
吴中区,2023-05,3.92972373962402,30,2.84946673659777,2.50493298374149
吴中区,2023-06,3.91890215873718,58,3.44589903428131,3.4284007458278
吴中区,2023-07,3.64238667488098,72,3.40613047095259,2.49662570540839
吴中区,2023-08,2.95652341842651,32,2.30351109647665,1.95319683551674
吴中区,2023-09,3.76256489753723,46,2.6778334224626,2.61033454904452
吴中区,2023-10,3.77595400810242,77,4.12751968716573,0.693147180559945
吴中区,2023-11,3.8269464969635,83,3.81601483858755,3.47709420485707
吴中区,2023-12,3.15983533859253,78,2.96719677310518,2.94644839423681
吴兴区,2021-01,3.06930494308472,53,2.72517941532878,2.71526323473483
吴兴区,2021-05,3.48647403717041,61,3.42558362141911,3.42558362141911
吴兴区,2022-01,1.09573352336884,25,2.23978196724095,2.20001908183858
吴兴区,2022-02,2.43173384666443,33,2.30424672291383,2.28034376729718
吴兴区,2022-05,1.74786818027496,6,1.79175946922805,
吴兴区,2022-06,3.23093414306641,18,2.45965142322976,2.45965142322976
吴兴区,2023-02,3.3735556602478,6,1.52367087204279,1.52367087204279
吴兴区,2023-03,3.39179277420044,9,1.8831463503196,1.8831463503196
吴兴区,2023-06,3.18502068519592,30,2.90245617644396,2.90245617644396
吴兴区,2023-07,2.91490602493286,12,2.484906649788,
吴兴区,2023-09,2.7943902015686,21,2.61783125012094,2.61783125012094
吴兴区,2023-11,2.03667068481445,9,1.89881829423102,1.89881829423102
吴兴区,2023-12,1.74786818027496,6,1.74786809746676,1.74786809746676
吴川市,2023-01,2.46034216880798,8,1.47875152464795,1.47875152464795
吴川市,2023-03,1.64838910102844,17,1.98894401157449,1.98894401157449
吴川市,2023-05,2.57796239852905,10,2.10387596433327,2.10387596433327
吴川市,2023-06,3.0787456035614,26,3.25809653802148,
吴川市,2023-07,2.98509669303894,24,3.02982629126934,
吴川市,2023-09,3.33807516098022,29,3.33807505885532,
吴川市,2023-10,1.81448352336884,32,3.40610935361284,
吴江区,2017-08,1.0986123085022,3,1.09861228866811,
吴江区,2020-05,3.55299782752991,28,3.09554203348166,3.09554203348166
吴江区,2021-03,3.15820407867432,12,2.42294792830347,2.28237437615925
吴江区,2021-04,3.44060659408569,12,2.484906649788,
吴江区,2021-05,2.91612982749939,2,0.693147180559945,
吴江区,2021-11,2.94269418716431,11,2.39789527279837,
吴江区,2022-01,2.032475233078,3,1.01140426470735,1.01140426470735
吴江区,2022-02,2.50767159461975,1,0,0
吴江区,2022-04,3.15024352073669,44,3.66438439651021,
吴江区,2022-05,1.67203676700592,10,1.69988879792317,1.69988879792317
吴江区,2022-06,3.74022150039673,20,2.99573227355399,
吴江区,2022-07,3.68147444725037,24,3.1634240504234,3.1634240504234
吴江区,2022-08,3.29392623901367,42,2.70086659445178,2.50390836426887
吴江区,2022-09,1.93593597412109,11,1.93593599880548,1.93593599880548
吴江区,2022-10,2.73994994163513,25,3.2188758248682,
吴江区,2023-01,3.26557183265686,8,1.33652108252084,1.28604477281016
吴江区,2023-02,3.89610385894775,31,3.311419971061,
吴江区,2023-03,3.41418051719666,43,3.10049739429188,2.94413894621833
吴江区,2023-04,3.91152167320251,43,2.54608252681195,1.69564987336697
吴江区,2023-05,3.93029594421387,46,2.83293407458347,2.61731266351588
吴江区,2023-06,3.66294074058533,11,2.36938211969468,2.36938211969468
吴江区,2023-07,3.18572306632996,41,2.84429210124989,2.67356869199959
吴江区,2023-08,3.09977889060974,7,0.875972951313109,0.875972951313109
吴江区,2023-09,2.95488739013672,40,2.71614462517801,2.71161369806556
吴江区,2023-10,2.98880529403687,47,3.7172104007422,3.1329577295898
吴江区,2023-11,2.82066631317139,39,2.52101542861854,1.78456628587776
吴江区,2023-12,3.6063277721405,69,3.84031956730481,3.01718324499004
吴起县,2021-02,1.91085135936737,7,1.75268511838616,1.73520384654971
吴起县,2021-03,0.19144406914711,1,0,
吴起县,2021-04,2.98041868209839,45,3.10447320114248,3.10447320114248
吴起县,2021-11,0,1,0,0
吴起县,2021-12,1.18591368198395,14,1.61522220887483,1.5337239218033
吴起县,2022-01,1.79752600193024,19,1.79752601751699,1.78795590919203
吴起县,2022-03,2.04543924331665,4,1.27302833658963,1.27302833658963
吴起县,2022-04,0.793730080127716,4,0.793730055158425,0.793730055158425
吴起县,2022-06,2.6045343875885,23,2.46049306046893,2.46049306046893
吴起县,2022-12,1.27766084671021,8,1.2776608407213,1.2776608407213
吴起县,2023-01,2.43636274337769,17,2.38307934265022,2.36996562589331
吴起县,2023-05,2.19722461700439,8,2.07944154167984,
吴起县,2023-07,2.36938214302063,10,2.27186851269656,
吴起县,2023-08,0.500402450561523,2,0.500402423538188,0.500402423538188
吴起县,2023-09,0.500402450561523,2,0.500402423538188,0.500402423538188
吴起县,2023-12,2.5070264339447,12,2.38148419213015,
周宁县,2021-03,0,1,0,0
周宁县,2021-06,0.636514186859131,2,0.636514168294813,0.636514168294813
周至县,2020-05,3.46150660514832,28,3.3322045101752,
周至县,2021-05,2.0794415473938,8,2.07944154167984,
周至县,2023-04,2.89037179946899,18,2.89037175789617,
周至县,2023-07,1.0986123085022,28,1.8889564162329,1.8889564162329
周至县,2023-09,2.39218664169312,10,1.78818831288646,1.78818831288646
周至县,2023-10,1.02335488796234,7,1.0233548400143,1.0233548400143
周至县,2023-11,1.94189691543579,20,1.94189692806091,1.94189692806091
周至县,2023-12,2.82132482528687,31,2.84670947144538,2.84670947144538
呼兰区,2021-04,1.42524719238281,1,0,0
呼兰区,2021-07,3.11862683296204,24,3.13974631585154,
呼兰区,2021-08,0.201776623725891,12,2.45831132968308,2.45831132968308
呼兰区,2023-09,0.6931471824646,2,0.693147180559945,
呼图壁县,2022-06,3.09104251861572,22,3.09104245335831,
呼图壁县,2023-05,3.05606365203857,35,3.42829876284573,3.41248972139861
呼玛县,2022-08,1.0986123085022,3,1.09861228866811,
和县,2023-07,1.0986123085022,3,1.09861228866811,
和布克赛尔蒙古自治县,2019-05,3.08387684822083,36,2.8842727985004,2.75865146400507
和布克赛尔蒙古自治县,2019-06,3.05704593658447,35,3.06425394919372,3.06425394919372
和布克赛尔蒙古自治县,2019-08,1.30914437770844,25,1.30914432368256,1.30914432368256
和布克赛尔蒙古自治县,2021-05,2.52611517906189,8,2.04319187054512,
和布克赛尔蒙古自治县,2021-06,2.8948860168457,24,2.62345725997503,2.62345725997503
和布克赛尔蒙古自治县,2021-07,2.48205280303955,36,2.48205270598801,2.48205270598801
和布克赛尔蒙古自治县,2022-06,3.02327966690064,12,2.484906649788,
和布克赛尔蒙古自治县,2023-05,4.22373485565186,66,4.12434495313048,
和布克赛尔蒙古自治县,2023-06,3.64765024185181,14,2.53502516191076,
和布克赛尔蒙古自治县,2023-07,2.64122557640076,19,2.40895046211875,1.66977835821025
