BN_bin,Shannon_mean,Shannon_sd,Rich_mean,Even_mean,Duration_mean,n
1,1.89726035512014,0.992798425143557,15.1876437910331,0.842901205694124,1.33983243148871,18105
2,2.38610133613314,0.824330026330644,24.5481539876495,0.810549524472337,1.51133483282851,7754
3,2.62225551763507,0.742321589212544,32.7112218873174,0.793478557877946,1.53543190776822,4380
4-5,2.77255370306246,0.698024582871322,40.2636821136507,0.781988580930087,1.56311508089344,4844
6-10,2.97511026509789,0.665965041733486,54.2542440583184,0.763700984700611,1.61405995584201,5104
11-20,3.1581903717609,0.652392154029374,72.5889408099689,0.749715556792688,1.70330112257874,3257
21-50,3.36094528704769,0.59720785861321,97.0108173076923,0.743456841793643,1.83177940750631,2112
51-100,3.53907077873777,0.600214140231805,123.656298600311,0.737835529903544,1.9331540887726,652
>100,3.60345930336043,0.565561122750196,141.701298701299,0.724715845160866,2.16369697078896,320
